run,score
148,4289.134831460674
149,1179.3932584269662
150,4560.123595505618
151,3245.38202247191
152,4958.76404494382
153,4091.134831460674
154,4381.573033707865
155,5003.3258426966295
156,3756.61797752809
157,4641.404494382023
158,4125.123595505618
159,3230.0561797752807
160,2550.7865168539324
161,3209.38202247191
162,4101.337078651685
163,3400.61797752809
164,2940.303370786517
165,3351.820224719101
166,1700.191011235955
167,4960.730337078652
168,3636.3258426966295
169,3537.044943820225
170,4582.044943820225
171,2841.5842696629215
172,4491.887640449438
173,1192.6741573033707
174,3860.9662921348317
175,3563.0561797752807
176,3118.38202247191
177,3890.4494382022467
178,2400.1460674157306
179,1647.9101123595506
180,3605.9775280898884
181,2376.1460674157306
182,3408.52808988764
183,4120.134831460674
184,4232.449438202247
185,3962.9775280898884
186,968.9550561797753
187,3658.685393258427
188,4117.044943820225
189,3452.4606741573034
190,3264.168539325843
191,3166.4606741573034
192,4397.483146067416
193,3739.2471910112363
194,4124.730337078652
195,4116.966292134832
196,1085.0337078651685
197,3830.134831460674
198,4161.606741573034
199,2452.426966292135
200,4287.011235955056
201,2551.7865168539324
202,3860.9775280898884
203,4158.887640449438
204,3876.4044943820227
205,3084.2471910112363
206,3418.4606741573034
207,3689.3258426966295
208,633.876404494382
209,4150.76404494382
210,2657.1460674157306
211,3692.696629213483
212,4916.842696629214
213,3547.4044943820227
214,3574.134831460674
215,4843.606741573034
216,3070.1011235955057
217,4300.85393258427
218,3217.52808988764
219,4502.808988764045
220,4252.887640449438
221,3427.4943820224717
222,1078.314606741573
223,3674.4044943820227
224,4768.842696629214
225,4260.76404494382
226,3575.2471910112363
227,3626.4157303370794
228,2883.8876404494376
229,4308.685393258427
230,4457.887640449438
231,4212.011235955056
232,4116.168539325843
233,4022.730337078652
234,3721.9775280898884
235,4355.842696629214
236,2716.5842696629215
237,4474.730337078652
238,4588.52808988764
239,1767.2696629213483
240,3964.651685393258
241,3134.4157303370794
242,3843.123595505618
243,4114.85393258427
244,3924.7640449438204
245,3839.5393258426966
246,4785.932584269663
247,3922.044943820225
248,3172.1011235955057
249,4058.3258426966295
250,4135.011235955056
251,4182.730337078652
252,4033.8426966292136
253,3766.4157303370794
254,2111.3483146067415
255,4182.044943820225
256,4220.134831460674
257,4325.606741573034
258,4556.123595505618
259,3968.4157303370794
260,3826.606741573034
261,3754.179775280899
262,4911.123595505618
263,4758.247191011236
264,1071.314606741573
265,1810.5505617977528
266,3592.8876404494376
267,4452.932584269663
268,4196.932584269663
269,3958.3707865168544
270,3900.7640449438204
271,3824.0561797752807
272,3774.4157303370794
273,4526.202247191011
274,2901.179775280899
275,3008.4606741573034
276,4226.808988764045
277,4681.044943820225
278,2318.067415730337
279,3757.044943820225
280,4809.966292134832
281,3573.820224719101
282,4628.651685393258
283,4447.651685393258
284,4335.651685393258
285,2276.943820224719
286,3048.0224719101125
287,3309.606741573034
288,3327.52808988764
289,4441.089887640449
290,2323.067415730337
291,2270.1460674157306
292,3563.0561797752807
293,3554.7640449438204
294,3963.3370786516853
295,774.2359550561797
296,4788.651685393258
297,1529.4719101123594
298,958.9550561797753
299,1577.8314606741574
300,1531.5505617977528
301,3359.1011235955057
302,3485.685393258427
303,4066.089887640449
304,4241.494382022472
305,4045.168539325843
306,4376.370786516854
307,2276.505617977528
308,3850.7640449438204
309,4410.966292134832
310,4141.089887640449
311,4211.123595505618
312,3421.8988764044943
313,4680.449438202247
314,3120.9662921348317
315,3449.258426966292
316,4026.730337078652
317,3914.8988764044943
318,4739.483146067416
319,4443.011235955056
320,3952.8089887640454
321,4354.089887640449
322,3882.044943820225
323,3826.5393258426966
324,4514.932584269663
325,4965.404494382023
326,3385.9662921348317
327,4088.651685393258
328,4939.932584269663
329,1591.8314606741574
330,2963.8876404494376
331,662.876404494382
332,4193.808988764045
333,4629.449438202247
334,4072.044943820225
335,4274.483146067416
336,3806.0561797752807
337,3740.696629213483
338,3678.179775280899
339,3471.4606741573034
340,3373.685393258427
341,3761.3258426966295
342,3261.8876404494376
343,4620.449438202247
344,4933.123595505618
345,4086.4943820224717
346,4560.966292134832
347,2937.943820224719
348,3907.685393258427
349,3888.123595505618
350,3891.4943820224717
351,4882.966292134832
352,2878.0224719101125
353,3948.2471910112363
354,3099.651685393258
355,3374.8988764044943
356,4110.292134831461
357,4560.292134831461
358,3907.730337078652
359,3503.8988764044943
360,914.6741573033707
361,4493.044943820225
362,3534.685393258427
363,4399.483146067416
364,4028.696629213483
365,2215.7078651685397
366,2540.7865168539324
367,3487.179775280899
368,1932.9101123595506
369,4334.168539325843
370,2856.5842696629215
371,5122.3258426966295
372,1981.629213483146
373,4923.404494382023
374,3857.8089887640454
375,1925.9101123595506
376,3820.8876404494376
377,3097.1011235955057
378,3585.168539325843
379,1515.4719101123594
380,4864.168539325843
381,3281.0224719101125
382,2421.7865168539324
383,3900.134831460674
384,4296.404494382023
385,4657.606741573034
386,2860.5842696629215
387,3079.303370786517
388,1071.314606741573
389,4307.404494382023
390,4091.7640449438204
391,4328.85393258427
392,3706.292134831461
393,4264.168539325843
394,3458.4606741573034
395,4327.573033707865
396,4825.247191011236
397,3521.8988764044943
398,4661.606741573034
399,4739.247191011236
400,3808.9775280898884
401,4377.168539325843
402,4279.808988764045
403,2406.865168539326
404,3761.685393258427
405,4101.247191011236
406,4531.887640449438
407,3997.8876404494376
408,2769.505617977528
409,3960.7640449438204
410,4256.606741573034
411,4719.3258426966295
412,4242.842696629214
413,2839.5842696629215
414,3465.685393258427
415,966.9550561797753
416,4279.606741573034
417,3605.5393258426966
418,3111.8876404494376
419,3224.0561797752807
420,3539.8539325842703
421,2656.1460674157306
422,3439.179775280899
423,4734.370786516854
424,2118.3483146067415
425,3725.168539325843
426,3534.606741573034
427,4896.168539325843
428,4213.842696629214
429,4636.247191011236
430,1347.8314606741574
431,1577.8314606741574
432,4409.808988764045
433,2951.303370786517
434,4827.449438202247
435,4737.011235955056
436,481.1573033707865
437,4420.011235955056
438,3837.292134831461
439,4717.483146067416
440,4074.0561797752807
441,4632.483146067416
442,624.876404494382
443,4013.9325842696626
444,2027.9887640449442
445,3717.179775280899
446,4269.842696629214
447,4233.404494382023
448,3885.685393258427
449,3165.6629213483147
450,3688.134831460674
451,3870.213483146067
452,3914.2471910112363
453,3834.5393258426966
454,3703.8089887640454
455,3227.179775280899
456,3240.1011235955057
457,4484.606741573034
458,4618.651685393258
459,3393.820224719101
460,3897.7640449438204
461,2163.1460674157306
462,4908.449438202247
463,4562.404494382023
464,3927.9662921348317
465,4086.651685393258
466,1695.191011235955
467,1646.9101123595506
468,971.9550561797753
469,4704.730337078652
470,3349.820224719101
471,4379.168539325843
472,3800.8876404494376
473,2406.1460674157306
474,2721.2247191011234
475,3777.8539325842703
476,4528.606741573034
477,4779.606741573034
478,2819.943820224719
479,4267.168539325843
480,851.5955056179776
481,5049.3258426966295
482,5272.842696629214
483,3177.8539325842703
484,474.1573033707865
485,2603.303370786517
486,2424.1460674157306
487,1367.1123595505617
488,3002.0224719101125
489,2236.5842696629215
490,474.1573033707865
491,2564.7865168539324
492,961.9550561797753
493,1923.9101123595506
494,2644.505617977528
495,3867.8876404494376
496,4396.887640449438
497,4072.011235955056
498,3149.38202247191
499,4019.213483146067
500,2423.1460674157306
501,3572.9325842696626
502,2408.865168539326
503,3317.5393258426966
504,1980.9887640449442
505,3633.134831460674
506,1075.314606741573
507,519.5168539325842
508,3522.0561797752807
509,4462.842696629214
510,4277.3258426966295
511,4151.730337078652
512,1713.9101123595506
513,3909.044943820225
514,4783.685393258427
515,4649.85393258427
516,3790.730337078652
517,4878.685393258427
518,4083.4157303370794
519,1706.9101123595506
520,4026.4157303370794
521,3517.5393258426966
522,3161.0224719101125
523,3931.123595505618
524,4373.3258426966295
525,2111.3483146067415
526,2849.303370786517
527,4807.685393258427
528,3811.685393258427
529,3923.168539325843
530,5122.404494382023
531,3228.943820224719
532,3452.2471910112363
533,4761.842696629214
534,4038.3707865168544
535,4417.808988764045
536,4118.168539325843
537,4465.213483146067
538,3822.8876404494376
539,2052.988764044944
540,735.2359550561797
541,4164.483146067416
542,3942.651685393258
543,4634.887640449438
544,4244.123595505618
545,4045.685393258427
546,2592.089887640449
547,4249.247191011236
548,4659.089887640449
549,3579.4943820224717
550,4476.404494382023
551,4722.292134831461
552,1478.4719101123594
553,4353.404494382023
554,3732.8988764044943
555,3311.820224719101
556,959.9550561797753
557,4433.3258426966295
558,4019.9662921348317
559,3789.0561797752807
560,3882.61797752809
561,4672.685393258427
562,3090.1011235955057
563,4862.808988764045
564,4738.370786516854
565,4392.932584269663
566,4728.011235955056
567,3408.3370786516853
568,4445.011235955056
569,488.1573033707865
570,4627.842696629214
571,4283.85393258427
572,5199.887640449438
573,4012.8089887640454
574,4234.494382022472
575,3412.38202247191
576,4328.292134831461
577,4264.168539325843
578,4241.606741573034
579,4210.011235955056
580,3395.8089887640454
581,3122.5393258426966
582,1182.6741573033707
583,4511.76404494382
584,1564.4719101123594
585,2544.7865168539324
586,1825.5505617977528
587,474.1573033707865
588,3866.61797752809
589,4344.76404494382
590,4224.011235955056
591,3846.573033707865
592,855.5955056179776
593,3071.4494382022467
594,4606.606741573034
595,4683.123595505618
596,5540.168539325843
597,4543.561797752809
598,4977.966292134832
599,4174.932584269663
600,4728.52808988764
601,4006.089887640449
602,4557.966292134832
603,844.5955056179776
604,982.6741573033707
605,4651.966292134832
606,3828.685393258427
607,3587.8876404494376
608,4446.85393258427
609,4439.932584269663
610,4449.415730337079
611,2257.988764044944
612,4159.213483146067
613,4141.730337078652
614,4964.730337078652
615,4101.730337078652
616,4265.404494382023
617,5525.966292134832
618,3624.9325842696626
619,4156.651685393258
620,3014.292134831461
621,3282.3707865168544
622,4358.292134831461
623,4727.483146067416
624,4468.966292134832
625,3434.9662921348317
626,4712.089887640449
627,4729.213483146067
628,3838.2471910112363
629,94.7191011235955
630,3982.134831460674
631,1477.4719101123594
632,3089.0224719101125
633,4542.808988764045
634,3880.044943820225
635,4641.730337078652
636,3345.4606741573034
637,3921.213483146067
638,3863.8539325842703
639,4387.85393258427
640,3394.1011235955057
641,3035.741573033708
642,4640.168539325843
643,4614.292134831461
644,1618.8314606741574
645,3881.168539325843
646,4461.685393258427
647,3827.8089887640454
648,4831.966292134832
649,4559.123595505618
650,3745.292134831461
651,4185.247191011236
652,4344.76404494382
653,4309.685393258427
654,4999.449438202247
655,4796.76404494382
656,3716.606741573034
657,4440.370786516854
658,4000.011235955056
659,2463.7865168539324
660,2459.1460674157306
661,3597.52808988764
662,4329.123595505618
663,2688.38202247191
664,4106.056179775281
665,4839.887640449438
666,2989.943820224719
667,4005.4494382022467
668,4027.4943820224717
669,3566.044943820225
670,5069.3258426966295
671,4126.123595505618
672,4257.213483146067
673,4178.483146067416
674,4047.685393258427
675,4592.202247191011
676,4418.966292134832
677,4231.202247191011
678,3936.4943820224717
679,4156.089887640449
680,4653.573033707865
681,5099.808988764045
682,3701.4494382022467
683,2472.426966292135
684,4603.76404494382
685,5022.449438202247
686,4183.775280898876
687,4153.415730337079
688,4078.213483146067
689,3641.7640449438204
690,627.876404494382
691,4865.3258426966295
692,3681.134831460674
693,4342.370786516854
694,1181.6741573033707
695,3995.9775280898884
696,2903.8876404494376
697,1364.1123595505617
698,3775.0561797752807
699,4151.808988764045
700,4767.966292134832
701,4425.404494382023
702,2567.5842696629215
703,4262.449438202247
704,4130.213483146067
705,4400.404494382023
706,4208.202247191011
707,4562.123595505618
708,4183.932584269663
709,3901.4494382022467
710,4325.044943820225
711,3413.179775280899
712,4126.52808988764
713,3650.9662921348317
714,2120.1460674157306
715,2347.7865168539324
716,4485.483146067416
717,2720.303370786517
718,4684.247191011236
719,2955.943820224719
720,3089.0224719101125
721,4608.573033707865
722,4415.213483146067
723,733.2359550561797
724,4160.651685393258
725,4598.932584269663
726,5078.404494382023
727,3478.8988764044943
728,3636.9662921348317
729,1244.752808988764
730,2971.943820224719
731,4406.932584269663
732,5336.483146067416
733,844.5955056179776
734,4648.606741573034
735,3910.8089887640454
736,1075.314606741573
737,4009.044943820225
738,3492.179775280899
739,4809.449438202247
740,2435.426966292135
741,474.1573033707865
742,3676.5393258426966
743,4552.483146067416
744,4125.044943820225
745,4473.76404494382
746,3805.089887640449
747,4986.089887640449
748,3394.4044943820227
749,4342.123595505618
750,4741.247191011236
751,4427.247191011236
752,1917.9101123595506
753,4697.044943820225
754,3644.123595505618
755,3514.741573033708
756,3914.123595505618
757,3967.134831460674
758,4266.494382022472
759,3955.123595505618
760,2437.426966292135
761,3632.044943820225
762,2054.067415730337
763,3056.303370786517
764,2940.38202247191
765,3734.292134831461
766,4079.8876404494376
767,4744.730337078652
768,1229.3932584269662
769,4631.449438202247
770,1604.8314606741574
771,3916.483146067416
772,2028.9887640449442
773,4349.730337078652
774,759.2359550561797
775,4200.808988764045
776,2468.2247191011234
777,1073.314606741573
778,849.5955056179776
779,1801.5505617977528
780,3171.3258426966295
781,5138.76404494382
782,3320.089887640449
783,4939.932584269663
784,266.438202247191
785,4476.966292134832
786,2878.5842696629215
787,4501.044943820225
788,3854.7640449438204
789,4243.089887640449
790,3969.685393258427
791,3199.258426966292
792,4077.2471910112363
793,4833.606741573034
794,4283.494382022472
795,4224.808988764045
796,4452.213483146067
797,4038.9662921348317
798,4524.3258426966295
799,4317.685393258427
800,1179.3932584269662
801,4819.808988764045
802,2950.943820224719
803,4392.168539325843
804,3633.1011235955057
805,4432.247191011236
806,4315.213483146067
807,3792.52808988764
808,4843.3258426966295
809,3532.9325842696626
810,4309.011235955056
811,3743.8089887640454
812,852.5955056179776
813,3805.651685393258
814,4404.449438202247
815,4359.842696629214
816,4216.52808988764
817,4459.089887640449
818,846.5955056179776
819,2957.943820224719
820,4010.8876404494376
821,4445.449438202247
822,5311.966292134832
823,4494.3258426966295
824,1820.5505617977528
825,4129.123595505618
826,3340.606741573034
827,3636.8988764044943
828,3576.4044943820227
829,1940.9101123595506
830,3715.2471910112363
831,3295.258426966292
832,4533.921348314607
833,4761.370786516854
834,3749.3258426966295
835,3012.943820224719
836,3334.1011235955057
837,3909.9325842696626
838,3671.3258426966295
839,4007.8089887640454
840,1567.4719101123594
841,2999.0224719101125
842,4251.292134831461
843,4398.247191011236
844,2470.1460674157306
845,4823.044943820225
846,3717.9662921348317
847,4347.887640449438
848,4788.370786516854
849,4157.044943820225
850,3212.303370786517
851,3390.089887640449
852,4041.52808988764
853,5088.842696629214
854,3491.696629213483
855,5108.808988764045
856,4776.808988764045
857,3579.2471910112363
858,4180.044943820225
859,2112.3483146067415
860,5209.449438202247
861,3001.168539325843
862,3364.1011235955057
863,3583.685393258427
864,4361.483146067416
865,3147.213483146067
866,874.5955056179776
867,4450.730337078652
868,4444.213483146067
869,4215.606741573034
870,2578.505617977528
871,4525.76404494382
872,3957.8089887640454
873,4678.730337078652
874,2894.3370786516853
875,3770.730337078652
876,3852.213483146067
877,4360.370786516854
878,4465.921348314607
879,3420.741573033708
880,4581.247191011236
881,3842.8089887640454
882,4254.3258426966295
883,4729.932584269663
884,4351.168539325843
885,3595.7640449438204
886,3722.8089887640454
887,1289.752808988764
888,4558.966292134832
889,5096.247191011236
890,3140.820224719101
891,4010.044943820225
892,733.2359550561797
893,4690.168539325843
894,4105.730337078652
895,4219.168539325843
896,4337.85393258427
897,3786.775280898876
898,532.5168539325842
899,1179.3932584269662
900,2042.3483146067415
901,4939.932584269663
902,3139.52808988764
903,4133.134831460674
904,1182.6741573033707
905,4388.85393258427
906,4485.123595505618
907,4654.606741573034
908,4131.85393258427
909,3581.52808988764
910,4705.247191011236
911,4766.011235955056
912,3625.8988764044943
913,4749.483146067416
914,4619.247191011236
915,4628.606741573034
916,2521.2247191011234
917,3896.8426966292136
918,1079.314606741573
919,4219.808988764045
920,3775.685393258427
921,962.9550561797753
922,4614.966292134832
923,4146.213483146067
924,4401.573033707865
925,4517.292134831461
926,4423.85393258427
927,3851.4044943820227
928,4531.494382022472
929,4268.089887640449
930,3734.044943820225
931,3653.696629213483
932,3783.8539325842703
933,3916.4044943820227
934,4114.842696629214
935,4659.123595505618
936,3808.3258426966295
937,3511.044943820225
938,5000.123595505618
939,1141.3932584269662
940,1581.8314606741574
941,1327.752808988764
942,735.2359550561797
943,4266.730337078652
944,2356.7865168539324
945,4523.011235955056
946,3514.9775280898884
947,4391.370786516854
948,2175.3483146067415
949,3456.4606741573034
950,4132.685393258427
951,3520.011235955056
952,3971.044943820225
953,3206.9775280898884
954,4186.76404494382
955,1828.5505617977528
956,3769.123595505618
957,2213.7078651685397
958,5115.887640449438
959,3130.741573033708
960,4293.213483146067
961,2056.988764044944
962,3266.2471910112363
963,4179.887640449438
964,3474.606741573034
965,2783.505617977528
966,3920.0561797752807
967,4171.775280898876
968,2320.067415730337
969,3409.3370786516853
970,2522.2247191011234
971,4826.887640449438
972,2715.2247191011234
973,4717.573033707865
974,4424.011235955056
975,4560.202247191011
976,1936.3483146067415
977,3205.651685393258
978,4156.76404494382
979,4102.76404494382
980,4916.449438202247
981,3634.044943820225
982,3666.011235955056
983,5167.966292134832
984,5336.404494382023
985,4800.247191011236
986,370.7977528089888
987,3718.8988764044943
988,4319.606741573034
989,4290.573033707865
990,1147.3932584269662
991,3482.4044943820227
992,4126.842696629214
993,3955.730337078652
994,4250.044943820225
995,4161.483146067416
996,4702.247191011236
997,3565.4044943820227
998,4221.494382022472
999,3790.483146067416
1000,3430.8988764044943
1001,2092.3483146067415
1002,3958.4943820224717
1003,4644.168539325843
1004,1483.4719101123594
1005,4841.887640449438
1006,3987.483146067416
1007,2001.9887640449442
1008,3531.5393258426966
1009,3587.011235955056
1010,3683.61797752809
1011,4385.089887640449
1012,4358.123595505618
1013,3470.5393258426966
1014,3107.741573033708
1015,4349.370786516854
1016,4454.370786516854
1017,3635.9775280898884
1018,4559.404494382023
1019,94.7191011235955
1020,4612.651685393258
1021,4158.651685393258
1022,3933.61797752809
1023,1594.8314606741574
1024,4416.842696629214
1025,1995.9887640449442
1026,2222.426966292135
1027,4059.606741573034
1028,4738.52808988764
1029,5149.089887640449
1030,4422.3258426966295
1031,4129.404494382023
1032,3935.4044943820227
1033,4294.168539325843
1034,970.9550561797753
1035,2319.067415730337
1036,3929.089887640449
1037,3795.089887640449
1038,4412.404494382023
1039,4505.168539325843
1040,4336.292134831461
1041,4325.168539325843
1042,2474.7865168539324
1043,1066.0337078651685
1044,3121.5393258426966
1045,3791.5393258426966
1046,4369.089887640449
1047,3568.9775280898884
1048,1962.3483146067415
1049,4136.730337078652
1050,5148.123595505618
1051,1701.191011235955
1052,1926.9101123595506
1053,3825.4157303370794
1054,2667.943820224719
1055,3339.9662921348317
1056,4248.76404494382
1057,4882.247191011236
1058,4367.089887640449
1059,1863.9887640449442
1060,4082.3370786516853
1061,3535.044943820225
1062,4113.056179775281
1063,4377.76404494382
1064,4498.3258426966295
1065,4981.52808988764
1066,2971.741573033708
1067,3424.8876404494376
1068,3887.7640449438204
1069,3946.483146067416
1070,4393.089887640449
1071,3462.1011235955057
1072,2033.2696629213483
1073,1433.3932584269662
1074,3925.213483146067
1075,4674.404494382023
1076,3072.9662921348317
1077,2877.6629213483147
1078,2941.943820224719
1079,4226.494382022472
1080,2763.505617977528
1081,4099.76404494382
1082,4344.404494382023
1083,3505.179775280899
1084,2411.067415730337
1085,3691.7640449438204
1086,3373.61797752809
1087,2762.943820224719
1088,4386.775280898876
1089,733.2359550561797
1090,3994.685393258427
1091,4457.213483146067
1092,1183.6741573033707
1093,4344.134831460674
1094,3888.089887640449
1095,4709.685393258427
1096,3696.123595505618
1097,4543.168539325843
1098,3892.4494382022467
1099,4356.606741573034
1100,3835.3258426966295
1101,3416.179775280899
1102,3058.1011235955057
1103,4413.370786516854
1104,2615.6629213483147
1105,3878.3370786516853
1106,958.9550561797753
1107,4165.932584269663
1108,2801.2247191011234
1109,4723.932584269663
1110,5007.52808988764
1111,3639.134831460674
1112,3806.4494382022467
1113,4165.561797752809
1114,2679.505617977528
1115,3609.3370786516853
1116,2794.3707865168544
1117,4122.483146067416
1118,4199.3258426966295
1119,4044.3707865168544
1120,3830.9775280898884
1121,2429.426966292135
1122,532.5168539325842
1123,4396.3258426966295
1124,4050.775280898876
1125,3899.730337078652
1126,3445.8988764044943
1127,3872.4943820224717
1128,2515.505617977528
1129,3074.1011235955057
1130,4148.044943820225
1131,3641.61797752809
1132,3754.8089887640454
1133,3447.4943820224717
1134,2896.179775280899
1135,1278.752808988764
1136,4522.3258426966295
1137,4226.483146067416
1138,3972.2471910112363
1139,3565.8876404494376
1140,3185.606741573034
1141,3519.011235955056
1142,3601.5393258426966
1143,4747.011235955056
1144,3237.741573033708
1145,4233.76404494382
1146,3417.089887640449
1147,4873.123595505618
1148,3274.011235955056
1149,2792.696629213483
1150,4405.685393258427
1151,4252.247191011236
1152,4430.730337078652
1153,4797.887640449438
1154,4606.044943820225
1155,4610.685393258427
1156,4161.76404494382
1157,2304.7865168539324
1158,738.2359550561797
1159,3292.741573033708
1160,4380.168539325843
1161,4313.011235955056
1162,4220.123595505618
1163,3772.9325842696626
1164,4138.85393258427
1165,2211.7078651685397
1166,4026.292134831461
1167,1554.4719101123594
1168,4026.2022471910113
1169,3720.123595505618
1170,2365.3483146067415
1171,3526.258426966292
1172,2642.303370786517
1173,3471.4606741573034
1174,4642.52808988764
1175,3023.741573033708
1176,3797.8876404494376
1177,3659.4943820224717
1178,4639.044943820225
1179,3583.9325842696626
1180,3184.6629213483147
1181,4419.202247191011
1182,3699.3370786516853
1183,4004.213483146067
1184,4573.202247191011
1185,3461.4606741573034
1186,4075.7640449438204
1187,3255.696629213483
1188,4545.370786516854
1189,4080.730337078652
1190,4818.247191011236
1191,1189.3932584269662
1192,4521.213483146067
1193,3956.9775280898884
1194,4548.404494382023
1195,4522.685393258427
1196,1185.6741573033707
1197,4535.494382022472
1198,1475.4719101123594
1199,3820.258426966292
1200,985.9550561797753
1201,3236.5393258426966
1202,3660.4157303370794
1203,4380.651685393258
1204,4317.213483146067
1205,3832.9662921348317
1206,3910.3258426966295
1207,4322.056179775281
1208,4804.202247191011
1209,3823.685393258427
1210,3700.179775280899
1211,2736.2247191011234
1212,4392.404494382023
1213,4144.685393258427
1214,4951.168539325843
1215,4045.0561797752807
1216,4544.561797752809
1217,3759.9775280898884
1218,3812.9325842696626
1219,3054.292134831461
1220,4174.3258426966295
1221,3517.4044943820227
1222,2323.067415730337
1223,2107.3483146067415
1224,4612.52808988764
1225,4090.8539325842703
1226,3985.0561797752807
1227,4324.404494382023
1228,3796.4044943820227
1229,239.438202247191
1230,3770.8988764044943
1231,3646.1011235955057
1232,2617.865168539326
1233,1808.5505617977528
1234,3235.741573033708
1235,4223.52808988764
1236,4187.887640449438
1237,4352.573033707865
1238,3908.089887640449
1239,4570.404494382023
1240,4751.842696629214
1241,967.0337078651685
1242,4075.775280898876
1243,3477.651685393258
1244,4126.887640449438
1245,3945.3370786516853
1246,4244.606741573034
1247,2965.943820224719
1248,4602.966292134832
1249,844.5955056179776
1250,3782.3258426966295
1251,4432.449438202247
1252,4250.685393258427
1253,4613.730337078652
1254,4368.966292134832
1255,4041.168539325843
1256,5067.247191011236
1257,5053.76404494382
1258,3257.4606741573034
1259,4220.573033707865
1260,959.9550561797753
1261,337.7977528089888
1262,3505.044943820225
1263,3921.52808988764
1264,4453.573033707865
1265,3105.5842696629215
1266,2696.6629213483147
1267,4419.247191011236
1268,3987.8539325842703
1269,4255.202247191011
1270,4431.292134831461
1271,3755.168539325843
1272,3968.685393258427
1273,3631.044943820225
1274,628.876404494382
1275,511.51685393258424
1276,4187.202247191011
1277,3992.2022471910113
1278,3909.011235955056
1279,4306.123595505618
1280,5033.730337078652
1281,2726.2247191011234
1282,3491.044943820225
1283,2914.6629213483147
1284,3912.044943820225
1285,3735.2471910112363
1286,3976.4157303370794
1287,3561.258426966292
1288,4648.85393258427
1289,4784.247191011236
1290,847.5955056179776
1291,4008.696629213483
1292,4325.887640449438
1293,1848.5505617977528
1294,4637.449438202247
1295,4898.089887640449
1296,3514.8988764044943
1297,4872.292134831461
1298,4352.123595505618
1299,3209.9662921348317
1300,4173.168539325843
1301,958.9550561797753
1302,2393.067415730337
1303,4013.483146067416
1304,2958.741573033708
1305,3258.741573033708
1306,3523.775280898876
1307,3812.258426966292
1308,4021.8876404494376
1309,3842.044943820225
1310,3347.303370786517
1311,2966.6629213483147
1312,3507.179775280899
1313,4535.247191011236
1314,3627.4044943820227
1315,2894.0224719101125
1316,4823.292134831461
1317,3406.5393258426966
1318,3971.123595505618
1319,4428.730337078652
1320,4310.685393258427
1321,2245.3483146067415
1322,4594.247191011236
1323,4707.044943820225
1324,2261.988764044944
